Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder,Priority,Story Points
699fd1674ad215b73ee0c495,HU20 – Ver pedidos cocina,https://trello.com/c/00xNaYts/90-hu20-ver-pedidos-cocina,Cocina visualiza pedidos que requieren preparación.,Prioridad Alta (red),,,0,,0,0,0,0,2026-02-26T04:54:19.855Z,699fcf72d647c0bb061ba601,SPRINT 4,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,5
699fd16e707fb0cd9782c1e2,HU21 – Estado preparando,https://trello.com/c/WCYtCAWJ/91-hu21-estado-preparando,Cocina cambia el estado a “Preparando”.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:54:23.360Z,699fcf72d647c0bb061ba601,SPRINT 4,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,2
699fd17414ee053763392882,HU22 – Estado listo,https://trello.com/c/OEbYtSZ4/92-hu22-estado-listo,Cocina cambia el estado a “Listo”.,Prioridad Alta (red),,,0,,0,0,0,0,2026-02-26T04:54:25.128Z,699fcf72d647c0bb061ba601,SPRINT 4,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,High,3
699fd1f2ef4a4a489ab10375,HU23 – Orden de llegada,https://trello.com/c/dEYZDpXY/93-hu23-orden-de-llegada,Cocina ve pedidos en orden con límite de preparación.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:54:27.127Z,699fcf72d647c0bb061ba601,SPRINT 4,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,8
699fd20fb54f24ce8463f47b,HU24 – Ver pedidos listos,https://trello.com/c/CmlBfV6j/94-hu24-ver-pedidos-listos,El mesero visualiza pedidos listos para entregar.,Prioridad Alta (red),,,0,,0,0,0,0,2026-02-26T04:55:11.722Z,699fcf76e45c76a59870df60,SPRINT 5,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,High,3
699fd2159d3d15268e93722e,HU25 – Marcar entregado,https://trello.com/c/mm62SW4s/95-hu25-marcar-entregado,El mesero marca el pedido como entregado.,Prioridad Alta (red),,,0,,0,0,0,0,2026-02-26T04:55:13.519Z,699fcf76e45c76a59870df60,SPRINT 5,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,High,3
699fd219d0caf077decdef1f,HU26 – Volver a ordenar,https://trello.com/c/bkJJhodS/96-hu26-volver-a-ordenar,El cliente puede hacer nuevos pedidos desde la mesa.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:55:15.470Z,699fcf76e45c76a59870df60,SPRINT 5,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,5
699fcfc8a0dd1bbea1daeda2,HU27 – CRUD productos,https://trello.com/c/xeZVIKW4/67-hu27-crud-productos,El administrador gestiona productos del sistema.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:48:37.275Z,699fcf7b67b11387b3fa36a9,SPRINT 6,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,8
699fcfd173125d04c4beeb58,HU28 – Modificar precios,https://trello.com/c/Frfhnqrn/68-hu28-modificar-precios,El administrador cambia precios de productos.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:48:39.101Z,699fcf7b67b11387b3fa36a9,SPRINT 6,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,3
699fcfda9dcabe0d3c639ba7,HU29 – Categorías,https://trello.com/c/zW72Ig9J/69-hu29-categor%C3%ADas,El administrador gestiona categorías.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:48:40.984Z,699fcf7b67b11387b3fa36a9,SPRINT 6,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,5
699fcfe63547d87c8f76c303,HU30 – Usuarios y roles,https://trello.com/c/S1IziDiz/70-hu30-usuarios-y-roles,El administrador gestiona usuarios del sistema.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:48:43.148Z,699fcf7b67b11387b3fa36a9,SPRINT 6,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,8
699fcfec27e8e594ceeefcac,HU31 – Asignar mesas,https://trello.com/c/9yZEUHQF/71-hu31-asignar-mesas,El administrador asigna mesas a meseros.,Prioridad Media (yellow),,,0,,0,0,0,0,2026-02-26T04:48:45.212Z,699fcf7b67b11387b3fa36a9,SPRINT 6,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Medium,5
699fd035f788ff7ce17a2a82,HU32 – Recetas por porción,https://trello.com/c/9zPAfQ93/72-hu32-recetas-por-porci%C3%B3n,El sistema define ingredientes por producto.,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:08.674Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,8
699fd03bdbc167799a464ca6,HU33 – Descontar stock,https://trello.com/c/8HBy6klF/73-hu33-descontar-stock,El sistema descuenta inventario automáticamente.,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:10.450Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,8
699fd04329e229083ab7d4b8,HU34 – Notificar bajo stock,https://trello.com/c/FfkHFq1r/74-hu34-notificar-bajo-stock,,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:13.002Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,5
699fd049bd30a6ba80283770,HU35 – Modificar stock,https://trello.com/c/CkSpJX09/75-hu35-modificar-stock,El administrador ajusta inventario manualmente.,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:15.624Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,5
699fd051e3898806b965432a,HU36 – Integrar módulos,https://trello.com/c/xQAmBojB/76-hu36-integrar-m%C3%B3dulos,Se integran todos los módulos del sistema.,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:19.114Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,8
699fd057484d83e7e558d82f,HU37 – Pruebas funcionales,https://trello.com/c/WuG3oU7n/77-hu37-pruebas-funcionales,Se realizan pruebas completas del sistema.,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:22.123Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,8
699fd05dbf71f93c85c00999,HU38 – Validar flujo,https://trello.com/c/BFFUrqhO/78-hu38-validar-flujo,El Product Owner valida el funcionamiento total.,Prioridad Baja (green),,,0,,0,0,0,0,2026-02-26T04:56:25.645Z,699fcf86978371cb12ad0b3f,CIERRE DEL PROYECTO,699fb0268bc89ad1a0e985e2,Tablero Comanda Digital,false,,false,,Low,5
